0,	0.999968,	0.00,	1.000064
100,	1.000137,	0.00,	1.000351
200,	1.003122,	0.00,	0.999133
300,	1.003384,	0.00,	0.994868
400,	1.002970,	0.00,	0.993691
500,	1.001142,	0.00,	0.994622
600,	1.001284,	0.00,	0.995367
700,	1.000175,	0.00,	0.995620
800,	0.999967,	0.00,	0.996812
900,	1.000266,	0.00,	0.997790
1000,	1.000179,	0.00,	0.998242
1100,	0.999953,	0.00,	0.998446
1200,	1.000210,	0.00,	0.998795
1300,	1.000091,	0.00,	0.999154
1400,	1.000341,	0.00,	0.999268
1500,	1.000283,	0.00,	0.999493
1600,	1.000161,	0.00,	0.999542
1700,	1.000066,	0.00,	0.999628
1800,	1.000056,	0.00,	0.999536
1900,	1.000077,	0.00,	0.999554
2000,	1.000070,	0.00,	0.999565
2100,	1.000393,	0.00,	0.999642
2200,	1.000185,	0.00,	0.999601
2300,	1.000162,	0.00,	0.999829
2400,	1.000239,	0.00,	0.999874
2500,	1.000039,	0.00,	0.999495
2600,	1.000165,	0.00,	0.999773
2700,	1.000045,	0.00,	0.999813
2800,	1.000053,	0.00,	0.999940
2900,	1.000198,	0.00,	0.999731
3000,	1.000045,	0.00,	0.999675
3100,	1.000072,	0.00,	0.999857
3200,	1.000234,	0.00,	0.999848
3300,	1.000183,	0.00,	1.000083
3400,	1.000161,	0.00,	0.999638
3500,	1.000165,	0.00,	0.999640
3600,	1.000089,	0.00,	0.999886
3700,	1.000237,	0.00,	0.999558
3800,	1.000138,	0.00,	0.999604
3900,	1.000074,	0.00,	0.999962
4000,	1.000289,	0.00,	0.999656
4100,	1.000126,	0.00,	0.999873
4200,	1.000120,	0.00,	0.999694
4300,	1.000177,	0.00,	0.999870
4400,	1.000275,	0.00,	0.999845
4500,	1.000052,	0.00,	0.999656
4600,	1.000134,	0.00,	0.999648
4700,	0.999984,	0.00,	0.999886
4800,	1.000053,	0.00,	0.999735
4900,	1.000148,	0.00,	0.999787
5000,	1.000098,	0.00,	0.999878
5100,	1.000169,	0.00,	0.999753
5200,	1.000118,	0.00,	0.999702
5300,	1.000024,	0.00,	0.999887
5400,	1.000137,	0.00,	0.999953
5500,	1.000111,	0.00,	0.999889
5600,	1.000086,	0.00,	0.999902
5700,	1.000055,	0.00,	0.999995
5800,	1.000211,	0.00,	0.999804
5900,	1.000146,	0.00,	0.999622
6000,	1.000186,	0.00,	0.999879
6100,	1.000176,	0.00,	0.999872
6200,	1.000055,	0.00,	0.999742
6300,	1.000167,	0.00,	0.999775
6400,	1.000190,	0.00,	0.999702
6500,	1.000127,	0.00,	0.999852
6600,	1.000180,	0.00,	0.999749
6700,	1.000241,	0.00,	1.000102
6800,	1.000021,	0.00,	0.999894
6900,	1.000031,	0.00,	0.999882
7000,	1.000123,	0.00,	0.999837
7100,	1.000184,	0.00,	0.999935
7200,	1.000058,	0.00,	0.999794
7300,	1.000113,	0.00,	0.999859
7400,	1.000079,	0.00,	0.999823
7500,	0.999968,	0.00,	0.999913
7600,	1.000016,	0.00,	0.999855
7700,	0.999962,	0.00,	0.999921
7800,	1.000059,	0.00,	0.999864
7900,	1.000060,	0.00,	1.000035
8000,	1.000120,	0.00,	0.999785
8100,	1.000133,	0.00,	1.000024
8200,	1.000066,	0.00,	0.999800
8300,	1.000095,	0.00,	0.999945
8400,	0.999955,	0.00,	0.999748
8500,	1.000121,	0.00,	0.999833
8600,	1.000019,	0.00,	0.999879
8700,	0.999991,	0.00,	0.999882
8800,	1.000056,	0.00,	0.999800
8900,	1.000010,	0.00,	0.999959
9000,	1.000017,	0.00,	1.000008
9100,	1.000107,	0.00,	0.999874
9200,	1.000110,	0.00,	0.999891
9300,	1.000099,	0.00,	0.999860
9400,	0.999969,	0.00,	0.999795
9500,	1.000072,	0.00,	0.999742
9600,	1.000071,	0.00,	0.999915
9700,	1.000100,	0.00,	0.999740
9800,	1.000030,	0.00,	0.999836
9900,	1.000018,	0.00,	0.999859
10000,	1.000053,	0.00,	1.000042
10100,	1.000056,	0.00,	0.999814
10200,	1.000194,	0.00,	0.999895
10300,	0.999958,	0.00,	0.999840
10400,	1.000041,	0.00,	0.999848
10500,	1.000194,	0.00,	0.999977
10600,	0.999969,	0.00,	0.999880
10700,	1.000041,	0.00,	0.999871
10800,	1.000133,	0.00,	0.999724
10900,	1.000165,	0.00,	0.999962
11000,	1.000042,	0.00,	0.999895
11100,	0.999956,	0.00,	0.999903
11200,	1.000077,	0.00,	0.999873
11300,	1.000063,	0.00,	0.999939
11400,	1.000028,	0.00,	1.000046
11500,	1.000004,	0.00,	0.999974
11600,	1.000057,	0.00,	0.999780
11700,	0.999907,	0.00,	0.999878
11800,	1.000037,	0.00,	0.999983
11900,	0.999925,	0.00,	0.999965
12000,	1.000002,	0.00,	0.999896
12100,	1.000070,	0.00,	0.999872
12200,	0.999911,	0.00,	0.999912
12300,	0.999936,	0.00,	0.999974
12400,	0.999976,	0.00,	0.999993
12500,	0.999995,	0.00,	1.000004
12600,	0.999972,	0.00,	0.999940
12700,	1.000018,	0.00,	0.999985
12800,	1.000007,	0.00,	0.999954
12900,	1.000005,	0.00,	0.999956
13000,	1.000006,	0.00,	0.999974
13100,	1.000116,	0.00,	1.000202
13200,	1.000100,	0.00,	1.000039
13300,	1.000025,	0.00,	1.000086
13400,	1.000109,	0.00,	1.000017
13500,	1.000064,	0.00,	0.999851
13600,	1.000091,	0.00,	0.999890
13700,	0.999988,	0.00,	0.999900
13800,	1.000038,	0.00,	0.999864
13900,	1.000049,	0.00,	0.999937
14000,	0.999909,	0.00,	0.999972
14100,	1.000035,	0.00,	0.999960
14200,	0.999916,	0.00,	1.000062
14300,	0.999955,	0.00,	0.999770
14400,	0.999962,	0.00,	0.999873
14500,	0.999943,	0.00,	0.999864
14600,	1.000020,	0.00,	0.999895
14700,	1.000025,	0.00,	1.000045
14800,	1.000066,	0.00,	0.999884
14900,	0.999991,	0.00,	1.000096
15000,	0.999864,	0.00,	0.999936
15100,	0.999914,	0.00,	1.000061
15200,	1.000024,	0.00,	1.000038
15300,	0.999892,	0.00,	1.000013
15400,	1.000070,	0.00,	0.999989
15500,	1.000006,	0.00,	1.000056
15600,	0.999912,	0.00,	0.999993
15700,	1.000020,	0.00,	0.999977
15800,	1.000021,	0.00,	0.999988
15900,	0.999998,	0.00,	0.999975
16000,	0.999977,	0.00,	0.999999
16100,	0.999978,	0.00,	1.000018
16200,	1.000008,	0.00,	0.999864
16300,	0.999949,	0.00,	1.000017
16400,	0.999948,	0.00,	0.999960
16500,	1.000086,	0.00,	0.999890
16600,	0.999959,	0.00,	1.000015
16700,	0.999904,	0.00,	0.999974
16800,	1.000059,	0.00,	0.999928
16900,	1.000074,	0.00,	0.999768
17000,	0.999959,	0.00,	0.999867
17100,	0.999991,	0.00,	0.999837
17200,	1.000039,	0.00,	1.000090
17300,	1.000041,	0.00,	0.999990
17400,	0.999906,	0.00,	0.999878
17500,	1.000106,	0.00,	0.999839
17600,	0.999963,	0.00,	0.999883
17700,	1.000121,	0.00,	0.999963
17800,	1.000019,	0.00,	0.999895
17900,	0.999959,	0.00,	0.999937
18000,	1.000043,	0.00,	0.999887
18100,	0.999953,	0.00,	1.000090
18200,	1.000086,	0.00,	0.999990
18300,	0.999900,	0.00,	1.000013
18400,	0.999905,	0.00,	0.999983
18500,	1.000021,	0.00,	1.000108
18600,	0.999909,	0.00,	1.000067
18700,	1.000017,	0.00,	1.000006
18800,	0.999959,	0.00,	0.999911
18900,	1.000067,	0.00,	1.000036
19000,	0.999860,	0.00,	1.000063
19100,	0.999998,	0.00,	0.999838
19200,	1.000031,	0.00,	0.999905
19300,	0.999915,	0.00,	0.999903
19400,	1.000029,	0.00,	1.000040
19500,	1.000022,	0.00,	1.000102
19600,	0.999970,	0.00,	0.999960
19700,	0.999964,	0.00,	1.000046
19800,	0.999995,	0.00,	0.999999
19900,	0.999997,	0.00,	1.000102